Level,Date and Time,Source,Event ID,Task Category
Error,12/06/2018 18:07:19,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,12/06/2018 18:07:18,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering connected standby 

Reason: Idle Timeout."
Information,12/06/2018 17:28:05,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Information,12/06/2018 17:11:42,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,12/06/2018 16:57:11,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name jwkhebr timed out after none of the configured DNS servers responded.
Error,12/06/2018 16:56:04,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user DESKTOP-JRHB8O7\Philipp Wise SID (S-1-5-21-3472773844-1026657542-2222872734-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,12/06/2018 16:55:53,Microsoft-Windows-DistributedCOM,10001,None,"Unable to start a DCOM Server: Microsoft.Windows.Cortana_1.10.7.17134_neutral_neutral_cw5n1h2txyewy!CortanaUI.AppXd4tad4d57t4wtdbnnmb8v2xtzym8c1n8.mca as Unavailable/Unavailable. The error:
""0""
Happened while starting this command:
""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca"
Error,12/06/2018 16:55:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,12/06/2018 16:55:40,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,12/06/2018 16:55:39,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,12/06/2018 16:55:39,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2018‎-‎06‎-‎12T11:47:56.991410200Z
Wake Time: ‎2018‎-‎06‎-‎12T14:55:37.647324400Z

Wake Source: Unknown"
Warning,12/06/2018 16:55:38,BTHUSB,34,None,The local adapter does not support an important Low Energy controller state to support peripheral mode. The minimum required supported state mask is 0x491f7fffff; got 0x1fffffff. Low Energy peripheral role functionality will not be available.
Information,12/06/2018 16:55:38,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during start-up.
Information,12/06/2018 16:55:38,Microsoft-Windows-Winlogon,7001,(1101),User Log-on Notification for Customer Experience Improvement Program
Error,12/06/2018 16:55:37,BTHUSB,17,None,The local Bluetooth adapter has failed in an undetermined manner and will not be used. The driver has been unloaded.
Information,12/06/2018 16:55:37,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,12/06/2018 16:55:37,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,12/06/2018 16:55:37,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,12/06/2018 16:55:37,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,12/06/2018 16:55:37,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,12/06/2018 16:55:35,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎06‎-‎12T14:55:35.500000000Z from ‎2018‎-‎06‎-‎12T11:48:05.625098000Z.

Change Reason: System time synchronized with the hardware clock."
Information,12/06/2018 13:48:05,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,12/06/2018 13:48:04,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,12/06/2018 13:47:55,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,12/06/2018 13:47:55,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,12/06/2018 13:47:52,Microsoft-Windows-Winlogon,7002,(1102),User Log-off Notification for Customer Experience Improvement Program
Error,12/06/2018 13:47:50,Microsoft-Windows-DistributedCOM,10010,None,The server {AB8902B4-09CA-4BB6-B78D-A8F59079A8D5} did not register with DCOM within the required timeout.
Information,12/06/2018 13:47:46,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,12/06/2018 13:45:41,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name calendar.google.com timed out after none of the configured DNS servers responded.
Information,12/06/2018 12:32:49,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Information,12/06/2018 12:09:22,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9P6CT0SLW589-Microsoft.LanguageExperiencePackde-DE
Information,12/06/2018 12:09:22,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9P6CT0SLW589-Microsoft.LanguageExperiencePackde-DE
Information,12/06/2018 12:09:16,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.LanguageExperiencePackde-de_17134.1.4.0_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,12/06/2018 12:09:04,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,12/06/2018 12:09:04,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NT52VQ39BVN-Microsoft.LanguageExperiencePacken-GB
Information,12/06/2018 12:09:04,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NT52VQ39BVN-Microsoft.LanguageExperiencePacken-GB
Information,12/06/2018 12:08:59,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.LanguageExperiencePacken-gb_17134.1.3.0_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,12/06/2018 12:08:54,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,12/06/2018 12:00:00,EventLog,6013,None,The system uptime is 523580 seconds.
Information,12/06/2018 11:46:52,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting connected standby 

Reason: Lid."
Error,12/06/2018 11:46:51,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
 and APPID 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error,12/06/2018 11:40:45,Microsoft-Windows-DistributedCOM,10010,None,The server {995C996E-D918-4A8C-A302-45719A6F4EA7} did not register with DCOM within the required timeout.
Error,12/06/2018 11:38:35,Microsoft-Windows-DistributedCOM,10010,None,The server {995C996E-D918-4A8C-A302-45719A6F4EA7} did not register with DCOM within the required timeout.
Error,12/06/2018 11:36:35,Microsoft-Windows-DistributedCOM,10010,None,The server {995C996E-D918-4A8C-A302-45719A6F4EA7} did not register with DCOM within the required timeout.
Error,12/06/2018 11:34:29,Microsoft-Windows-DistributedCOM,10010,None,The server {995C996E-D918-4A8C-A302-45719A6F4EA7} did not register with DCOM within the required timeout.
Error,12/06/2018 11:32:29,Microsoft-Windows-DistributedCOM,10010,None,The server {995C996E-D918-4A8C-A302-45719A6F4EA7} did not register with DCOM within the required timeout.
Error,12/06/2018 11:30:24,Microsoft-Windows-DistributedCOM,10010,None,The server {995C996E-D918-4A8C-A302-45719A6F4EA7} did not register with DCOM within the required timeout.
Information,12/06/2018 11:20:57,Microsoft-Windows-Kernel-General,15,None,Hive \??\Volume{491c9540-8001-4b71-b049-7c393bb1626e}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{3DD260A9-35A9-4DB6-88E4-20A6E2C51261} was reorganized with a starting size of 108244992 bytes and an ending size of 107675648 bytes.
Information,12/06/2018 11:20:54,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{491c9540-8001-4b71-b049-7c393bb1626e}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{78E818CF-7D29-48F3-B454-1ABC09088270} was cleared updating 689 keys and creating 73 modified pages.
Information,12/06/2018 11:20:53,Microsoft-Windows-Kernel-General,15,None,Hive \??\Volume{491c9540-8001-4b71-b049-7c393bb1626e}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{C89273E1-E32C-4727-A386-C660BF03903C} was reorganized with a starting size of 12496896 bytes and an ending size of 11698176 bytes.
Information,12/06/2018 11:20:53,Microsoft-Windows-Kernel-General,15,None,Hive \??\Volume{491c9540-8001-4b71-b049-7c393bb1626e}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{D705355B-F1E0-47A0-8213-9634295A3679} was reorganized with a starting size of 48697344 bytes and an ending size of 48672768 bytes.
Information,12/06/2018 11:20:50,Microsoft-Windows-Kernel-General,15,None,Hive \??\Volume{491c9540-8001-4b71-b049-7c393bb1626e}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{9035C1F5-3238-4394-8449-2A8CB146777D} was reorganized with a starting size of 25939968 bytes and an ending size of 22396928 bytes.
Information,12/06/2018 11:20:46,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\WINDOWS\System32\config\DRIVERS (TM: {C5E81B48-6E17-11E8-810D-BC8385D1DE3C}, RM: {C5E81B47-6E17-11E8-810D-BC8385D1DE3C}) finished with result=0xC00000A2 (Internal code=7)."
Information,12/06/2018 11:20:46,Microsoft-Windows-Kernel-General,15,None,Hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\WINDOWS\System32\config\DRIVERS was reorganized with a starting size of 5042176 bytes and an ending size of 5128192 bytes.
Information,12/06/2018 11:20:45,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\WINDOWS\System32\config\SYSTEM (TM: {C5E81B45-6E17-11E8-810D-BC8385D1DE3C}, RM: {C5E81B44-6E17-11E8-810D-BC8385D1DE3C}) finished with result=0xC00000A2 (Internal code=7)."
Information,12/06/2018 11:20:45,Microsoft-Windows-Kernel-General,15,None,Hive \??\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\WINDOWS\System32\config\SYSTEM was reorganized with a starting size of 25939968 bytes and an ending size of 22396928 bytes.
Information,12/06/2018 11:20:44,Microsoft-Windows-Kernel-General,15,None,Hive \??\Volume{491c9540-8001-4b71-b049-7c393bb1626e}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{CC052191-FDAC-419A-A2AA-E71E1AB338B0} was reorganized with a starting size of 109367296 bytes and an ending size of 107593728 bytes.
Information,12/06/2018 11:20:40,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\Volume{491c9540-8001-4b71-b049-7c393bb1626e}\System Volume Information\SPP\SppCbsHiveStore\{cd42efe1-f6f1-427c-b004-033192c625a4}{D605CB71-28AD-455E-A67C-AC916A593492} was cleared updating 735 keys and creating 77 modified pages.
